"seriesID","seriesCode","seriesName","seriesParent","seriesUnits","entityID","entityIso","entityName","dataValue","dataYear","dataNote","dataSource","seriesDescription"
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",8,"AGO","Angola","78.6377",2014,"","Instituto Nacional de Estatística","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",8,"AGO","Angola","49.9054",2020,"","ITU estimate.","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",8,"AGO","Angola","51.8966",2021,"","ITU estimate.","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",8,"AGO","Angola","53.8885",2022,"","ITU estimate.","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",8,"AGO","Angola","55.5241",2023,"","ITU estimate.","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",10,"ALB","Albania","78.7114",2019,"","ITU estimate.","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",10,"ALB","Albania","84.1325",2020,"","ITU estimate.","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",10,"ALB","Albania","85.2955",2021,"","ITU estimate.","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",10,"ALB","Albania","86.2135",2022,"","ITU estimate.","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",10,"ALB","Albania","86.388",2023,"","ITU estimate.","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",11,"DZA","Algeria","87.8797",2018,"","Ministry of Post, Telecommunications, Technologies and Digital","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",11,"DZA","Algeria","89.0656",2019,"","ITU estimate.","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",11,"DZA","Algeria","90.2674",2020,"","ITU estimate.","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",11,"DZA","Algeria","91.4854",2021,"","ITU estimate.","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",11,"DZA","Algeria","92.3087",2022,"","ITU estimate.","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",11,"DZA","Algeria","92.9723",2023,"","ITU estimate.","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",14,"AND","Andorra","96.18",2019,"","ITU estimate.","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",14,"AND","Andorra","96.8903",2020,"","ITU estimate.","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",14,"AND","Andorra","93.027",2021,"","ITU estimate.","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",14,"AND","Andorra","93.3113",2022,"","ITU estimate.","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",14,"AND","Andorra","93.7756",2023,"","ITU estimate.","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",16,"ARG","Argentina","84.2633",2019,"","Instituto Nacional de Estadistica y Censos","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",16,"ARG","Argentina","87.916",2020,"The question is about use, not about possession of a mobile phone. (Question from the questionnaire: ""In the last three months, did you use a mobilephone)?"")","Instituto Nacional de Estadistica y Censos","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",16,"ARG","Argentina","88.0814",2021,"","Instituto Nacional de Estadistica y Censos","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",16,"ARG","Argentina","89.2965",2022,"Refers to mobile phone use","Instituto Nacional de Estadistica y Censos","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",16,"ARG","Argentina","89.46",2023,"Refers to mobile phone use","Instituto Nacional de Estadistica y Censos","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",17,"ARM","Armenia","72.6067",2017,"","The Statistical Committee of the Republic of Armenia","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",17,"ARM","Armenia","76.4285",2018,"","The Statistical Committee of the Republic of Armenia","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",17,"ARM","Armenia","77.0557",2019,"","ITU estimate.","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",17,"ARM","Armenia","77.6881",2020,"","ITU estimate.","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",17,"ARM","Armenia","78.3256",2021,"","The Statistical Committee of the Republic of Armenia","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",17,"ARM","Armenia","77.4173",2022,"","The Statistical Committee of the Republic of Armenia","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",17,"ARM","Armenia","77.4648",2023,"","ITU estimate.","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",18,"SAU","Saudi Arabia","61.575",2016,"Please note this is the number of ownership of ‘Smartphones’ excluding other mobile phone types","Communications & IT Commission","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",18,"SAU","Saudi Arabia","94.3",2017,"","Communications & IT Commission","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",18,"SAU","Saudi Arabia","95.1",2018,"","Communications & IT Commission","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",18,"SAU","Saudi Arabia","96.8658",2019,"","Communications & IT Commission","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",18,"SAU","Saudi Arabia","98.233",2020,"","Communications & IT Commission","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",18,"SAU","Saudi Arabia","100",2021,"","The Communications, Space and Technology Commission (CST)","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",18,"SAU","Saudi Arabia","100",2022,"","The Communications, Space and Technology Commission (CST)","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",18,"SAU","Saudi Arabia","100",2023,"Results are based on unweighted survey data","Communications & IT Commission","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",18,"SAU","Saudi Arabia","100",2024,"Results are based on unweighted survey data using quota sampling","Communications, Space and Technology Commission","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",20,"ATG","Antigua and Barbuda","88.2031",2019,"","ITU estimate.","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",20,"ATG","Antigua and Barbuda","88.1997",2020,"","ITU estimate.","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",20,"ATG","Antigua and Barbuda","88.2535",2021,"","ITU estimate.","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",20,"ATG","Antigua and Barbuda","89.4969",2022,"","ITU estimate.","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",20,"ATG","Antigua and Barbuda","89.023",2023,"","ITU estimate.","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",23,"AUS","Australia","97.76",2019,"","ITU estimate.","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",23,"AUS","Australia","97.3789",2020,"","ITU estimate.","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",23,"AUS","Australia","94.5137",2021,"","ITU estimate.","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",23,"AUS","Australia","94.5477",2022,"","ITU estimate.","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",23,"AUS","Australia","94.5577",2023,"","ITU estimate.","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",24,"AUT","Austria","97.04",2019,"","ITU estimate.","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",24,"AUT","Austria","96.9404",2020,"","ITU estimate.","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",24,"AUT","Austria","94.6265",2021,"","ITU estimate.","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",24,"AUT","Austria","95.6944",2022,"","ITU estimate.","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",24,"AUT","Austria","96.1633",2023,"","ITU estimate.","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",25,"AZE","Azerbaijan","72.4143",2013,"","State Statistical Committee of the Republic of Azerbaijan","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",25,"AZE","Azerbaijan","73.9173",2014,"","State Statistical Committee of the Republic of Azerbaijan","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",25,"AZE","Azerbaijan","74.1245",2015,"","State Statistical Committee of the Republic of Azerbaijan","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",25,"AZE","Azerbaijan","73.4163",2016,"","State Statistical Committee of the Republic of Azerbaijan","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",25,"AZE","Azerbaijan","84",2017,"","State Statistical Committee of the Republic of Azerbaijan","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",25,"AZE","Azerbaijan","83.5",2018,"","State Statistical Committee of the Republic of Azerbaijan","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",25,"AZE","Azerbaijan","83.5",2019,"","State Statistical Committee of the Republic of Azerbaijan","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",25,"AZE","Azerbaijan","84",2020,"","State Statistical Committee of the Republic of Azerbaijan","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",25,"AZE","Azerbaijan","84",2021,"","State Statistical Committee of the Republic of Azerbaijan","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",25,"AZE","Azerbaijan","83.8",2022,"","State Statistical Committee of the Republic of Azerbaijan","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",25,"AZE","Azerbaijan","84.3",2023,"","State Statistical Committee of the Republic of Azerbaijan","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",27,"BRA","Brazil","84.353",2014,"","Brazilian Internet Steering Committee","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",27,"BRA","Brazil","83.8909",2015,"","Brazilian Internet Steering Committee","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",27,"BRA","Brazil","82.8929",2016,"Number of individuals who own a mobile phone despite a reference period","Cetic.br","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",27,"BRA","Brazil","83.0951",2017,"","NIC.br","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",27,"BRA","Brazil","83.0247",2018,"","NIC.br","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",27,"BRA","Brazil","84.5194",2019,"","NIC.br","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",27,"BRA","Brazil","88.9924",2020,"","NIC.br","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",27,"BRA","Brazil","88.8138",2021,"Brazilian NSO reviewed the weighting methodology changing population totals   - Cetic.br surveys yet to be adjusted","","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",27,"BRA","Brazil","88.082",2022,"","","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",27,"BRA","Brazil","88.1302",2023,"","NIC.br","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",27,"BRA","Brazil","87.3767",2024,"","NIC.br","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",28,"BHS","Bahamas","90.9929",2019,"","ITU estimate.","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",28,"BHS","Bahamas","91.3442",2020,"","ITU estimate.","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",28,"BHS","Bahamas","91.7733",2021,"","ITU estimate.","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",28,"BHS","Bahamas","92.0482",2022,"","ITU estimate.","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
28027,"xHH18_IDI","Individuals who own a mobile cellular telephone",,"%",28,"BHS","Bahamas","92.7637",2023,"","ITU estimate.","Refers to the proportion of individuals who own a mobile (cellular) or smart telephone. An individual owns a mobile cellular telephone if he/she has a mobile cellular phone device with at least one active SIM card for personal use."
